MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
90,RL,70.00454926,4217.801509,Pave,,IR2,Lvl,AllPub,Inside,Gtl,NAmes,RRNe,Norm,1Fam,2.5Fin,5,7,1932.448299,2001.069389,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Ex,TA,CBlock,,TA,Av,,328.255474,Unf,42.02350466,402.5631981,803.8976786,GasA,Gd,Y,SBrkr,759.5476451,0,2.253511721,1338.919427,1,0,1,0,2,1,Fa,6,Typ,0,Gd,Attchd,1952.408084,Unf,1,199.1895513,Fa,TA,Y,57.52991016,18,10.85999414,20.42782379,4.827057773,42.2529967,Ex,MnPrv,,531.1690449,5,2007,WD,Normal,153474.2421
75,RM,54.80514857,13055.32379,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,PosN,Norm,1Fam,2.5Unf,7,7,1944.313215,1961.568969,Gable,CompShg,Wd Sdng,Wd Sdng,None,118.2715518,TA,TA,BrkTil,Gd,TA,Mn,Rec,545.1742511,Unf,0,253.6303745,922.9573333,GasW,Fa,N,Mix,977.968136,595.2329176,26.13317926,1181.772464,0,0,1,1,2,1,TA,6,Maj1,2,TA,Detchd,1937.611141,Unf,2,309.1992692,TA,TA,N,0,338.8194884,8.730961393,0,40.8964407,0,,,,507.2390331,10,2006,WD,Normal,178842.6054
20,RM,71.35194593,4800.088846,Pave,Pave,Reg,HLS,AllPub,Inside,Gtl,Gilbert,PosA,Norm,1Fam,1.5Fin,6,5,2003.087127,2008.399584,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,278.4605915,Unf,131.1717785,1109.312017,1555.926932,GasA,Ex,Y,SBrkr,1252.555854,0,0,1209.25304,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2008.663157,Fin,2,527.5758935,TA,Gd,Y,33.15341325,4.07282826,40.4842421,22.79121777,6.881844494,0,Gd,,,159.6310298,10,2006,New,Partial,150615.207
70,RL,81.00007361,12918.92344,Grvl,,IR1,Lvl,NoSeWa,Corner,Gtl,Crawfor,Norm,PosN,Twnhs,2.5Fin,7,5,1918.286674,1971.101056,Gable,CompShg,Wd Sdng,Wd Shng,None,84.66288642,TA,TA,BrkTil,TA,Gd,No,ALQ,119.7048511,Unf,50.73164074,892.5353251,729.1570993,GasA,Gd,Y,SBrkr,976.2573336,868.584839,0,1627.126698,1,0,1,0,3,1,Fa,7,Min2,1,Gd,Detchd,1991.287585,Fin,3,679.5472506,TA,TA,Y,0,48.73251858,310.6935772,0,0,0,,,,0,2,2006,WD,Abnorml,119895.1137
70,RH,,3364.627552,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SWISU,RRNe,Norm,1Fam,2Story,6,8,1919.070381,1937.415771,Gable,CompShg,AsbShng,Brk Cmn,,49.48499576,TA,Fa,BrkTil,TA,TA,No,BLQ,130.3034802,ALQ,139.4293995,41.25143505,534.6148521,GasA,TA,N,,959.0195488,1195.61764,0,1382.639284,0,0,2,0,4,1,Fa,7,Typ,0,,Detchd,1935.142327,Unf,1,478.5351579,Ex,TA,P,0,15.17468147,265.4230592,14.82599288,38.44759042,4.979631353,,,TenC,4.407663241,3,2008,WD,Normal,203386.5684
60,FV,90.71837267,11056.50321,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,TwnhsE,2Story,8,5,2001.24492,1994.575006,Gable,WdShngl,WdShing,AsbShng,,443.8001126,Gd,TA,PConc,Ex,TA,Av,GLQ,1156.155725,Unf,4.649466211,70.01065294,1578.346891,GasA,Ex,Y,SBrkr,1718.075065,1192.50973,8.990336734,2549.601837,1,0,2,1,3,1,Gd,9,Typ,2,TA,CarPort,1977.535482,RFn,2,674.2323082,TA,TA,Y,246.502964,48.49277167,0,21.61628107,65.92717734,12.17972141,,,,0,4,2010,WD,Normal,324560.348
190,RM,45.39352577,18741.15941,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,8,1887.353406,2005.136131,Gable,CompShg,CemntBd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,Unf,130.1629103,Unf,0,405.1714606,670.4122274,GasA,Gd,N,FuseA,1137.086107,440.0960172,0,1631.321288,0,0,2,0,3,1,Gd,8,Typ,1,Po,Detchd,1992.378849,Unf,2,779.2749615,Ex,Po,P,107.378163,69.22630319,62.74601309,0,24.16665197,55.06953445,,,,0,6,2008,WD,Normal,205823.3208
20,RH,78.70810257,14820.12863,Pave,,Reg,Bnk,NoSeWa,Inside,Mod,Edwards,Norm,Norm,1Fam,2Story,5,8,1933.467533,1996.510999,Gable,Metal,VinylSd,MetalSd,None,0,TA,Gd,BrkTil,TA,TA,No,Rec,365.2601177,Unf,0,510.1324276,444.9463339,Floor,Ex,Y,,1307.787197,1051.936283,32.13672431,2069.255814,1,0,3,0,3,1,Ex,8,Typ,0,,Attchd,1944.178035,Unf,1,113.1155045,TA,TA,P,23.15317432,11.44746404,41.50325193,20.71624927,43.15577712,0.15384897,,,,19.92349213,8,2006,WD,Normal,204057.8161
80,RL,62.93486119,9928.504232,Pave,,Reg,Lvl,AllPub,Inside,Sev,Edwards,Norm,Norm,1Fam,SLvl,6,5,1967.656567,1965.488601,Gable,CompShg,Plywood,Plywood,BrkCmn,0,TA,TA,Slab,TA,TA,Av,ALQ,221.4775651,BLQ,285.5931685,711.8992473,1105.370684,GasA,TA,Y,SBrkr,994.614964,0,0,1152.950496,1,0,1,0,3,1,TA,6,Typ,1,TA,Detchd,1978.164747,Unf,2,626.6923613,TA,TA,Y,201.9296651,0,0,0,0,3.454197218,Fa,MnPrv,,0,3,2010,New,Abnorml,148989.8954
60,RL,65.7638725,16264.55499,Pave,,Reg,Lvl,NoSeWa,CulDSac,Mod,CollgCr,Feedr,Norm,TwnhsE,1Story,7,5,2035.725601,2001.192108,Gable,CompShg,VinylSd,CmentBd,BrkFace,98,Gd,TA,CBlock,Gd,TA,Av,GLQ,24,Unf,96.47936663,1622.924504,1460.401473,GasA,Ex,Y,SBrkr,1361.273255,0,0,1533.903618,0,0,2,0,3,1,Gd,6,Typ,0,,2Types,2006.592299,RFn,2,578.3775675,TA,TA,Y,140.7843765,144.2967603,0,39.71507109,11.51771463,10.91572545,,,,0,5,2010,WD,AdjLand,216629.6969
60,RL,89.43418488,7869.264147,Pave,,IR1,HLS,AllPub,CulDSac,Sev,Gilbert,Norm,RRAe,1Fam,2.5Fin,8,5,1981.7058,2015.346107,Gable,WdShngl,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,Gd,No,Unf,69.83335651,Unf,0,1173.255156,866.5621001,GasA,Ex,Y,SBrkr,1024.484176,907.0478132,0,1667.978826,0,0,2,1,3,1,Gd,8,Typ,1,Gd,,1990.787414,Fin,3,806.8401126,TA,TA,Y,0,55.08185479,27.00636509,0,20.41733256,7.238502653,,,TenC,0,6,2006,COD,Alloca,199959.3821
60,RL,52.19788796,2714.601085,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Duplex,2Story,6,5,2008.283559,2003.110648,Hip,CompShg,VinylSd,CmentBd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,476.2674209,Unf,0,735.1671325,950.7277637,Wall,Ex,Y,SBrkr,611.9173107,868.9057794,2.38925035,900.7863169,0,0,2,1,3,1,Gd,8,Typ,1,Gd,CarPort,2012.612196,Fin,2,420.7574436,TA,TA,Y,85.81965743,15.56755276,29.24792085,4.117248564,0,0,Fa,GdWo,,0,7,2006,New,Partial,204244.2965
20,FV,58.38383328,11472.43966,Pave,,IR1,HLS,AllPub,Inside,Mod,Timber,RRAe,Norm,1Fam,1Story,8,5,1984.338851,2020.544281,Gable,CompShg,VinylSd,VinylSd,None,0,Ex,TA,PConc,Gd,TA,Av,Rec,11.95400239,GLQ,0,1210.670127,1911.283684,GasA,Ex,Y,SBrkr,1251.347565,0,42.34716,1844.723474,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,1997.930511,Fin,3,907.9807968,TA,TA,Y,86.84855445,56.02224782,41.68372373,4.364295157,22.63616757,5.139795337,,,,49.10673323,7,2009,WD,Normal,157179.6293
20,RL,68.01757215,7452.998518,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,RRNn,1Fam,2.5Fin,5,7,1937.323862,1959.85165,Gable,CompShg,HdBoard,HdBoard,None,53.61476138,TA,TA,CBlock,TA,,No,BLQ,1030.193345,Unf,20.18462346,467.503185,1077.987106,GasA,Ex,Y,SBrkr,1054.062387,353.119865,0,821.0908695,1,0,1,0,3,1,TA,6,Typ,0,,2Types,1986.857068,,1,502.3919363,TA,TA,Y,1.165575535,2.951595239,37.0994397,0,4.76604914,0,,MnPrv,,0,1,2007,WD,Normal,166131.8428
50,RL,,24755.59584,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Norm,Norm,Duplex,1.5Fin,5,5,1955.197581,1966.689212,Gable,CompShg,MetalSd,MetalSd,None,72.51078087,Gd,Gd,CBlock,TA,TA,No,ALQ,57,BLQ,555.649426,548.8125236,1163.837198,Floor,Ex,Y,SBrkr,1019.124022,343.1620141,0,2001.392166,1,0,2,0,4,1,Fa,8,Typ,1,Gd,Attchd,1958.877123,Unf,2,413.5133264,TA,TA,Y,76.60248081,41.61006739,0,0,13.84572259,6.945438415,,,,422.1598054,7,2006,WD,Partial,239389.5181
20,RL,,17330.32082,Pave,,IR3,Low,NoSeWa,Corner,Gtl,Gilbert,RRAe,Norm,1Fam,1Story,8,6,1973.234061,1979.43536,Gable,WdShake,Plywood,Plywood,BrkFace,705.0883509,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1482.849543,1986.183411,Grav,TA,Y,SBrkr,1726.590744,261.0135773,0,1914.164336,0,0,2,1,2,1,Ex,6,Typ,1,TA,Attchd,1979.912485,RFn,2,364.831677,TA,TA,Y,519.972555,38.28144375,32.42406171,7.109309995,1.811737486,29.2559414,,,,210.7478132,1,2006,WD,Normal,173467.4668
50,RL,69.05293923,7533.640128,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,RRNn,1Fam,1.5Fin,5,5,1959.932797,1966.613178,Hip,CompShg,Wd Sdng,Wd Sdng,None,167.8758409,TA,Po,CBlock,TA,TA,No,LwQ,561.2486422,GLQ,528.3056027,134.2742889,964.2267127,GasW,Ex,N,SBrkr,965.4192347,701.8671343,0,1787.261565,0,0,2,0,3,1,TA,6,Min2,0,,Detchd,1985.259832,Unf,2,670.5705077,TA,TA,Y,27.95488873,75.54003464,6.231659581,6.832600629,0,15.38400003,,,,610.1603005,7,2009,WD,Normal,69698.02707
20,FV,99.26087808,12317.2749,Pave,,Reg,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,1986.728717,2021.015986,Gable,CompShg,VinylSd,AsphShn,None,18.27742642,Gd,TA,PConc,Gd,Gd,Av,Unf,251.8411984,Unf,0,1524.233333,1612.947628,GasA,Ex,Y,SBrkr,1685.207031,0,11.9601967,1477.280741,0,0,2,0,3,1,Gd,7,Typ,1,Fa,Attchd,2025.222539,RFn,2,979.1798164,TA,TA,Y,0,141.3797836,41.3174664,0.164665565,0,0,,,,75.01862808,6,2006,New,Partial,271452.7429
60,RL,182.479095,4880.151826,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,TwnhsE,2Story,8,5,2013.191868,1992.513623,Gable,CompShg,VinylSd,VinylSd,BrkFace,421.403477,Gd,TA,PConc,,TA,No,GLQ,664.4383102,Unf,56.94769885,630.9977352,1256.239835,OthW,Ex,Y,,1442.752614,1457.546646,0,3037.268372,1,0,2,1,4,1,Ex,9,Typ,1,TA,Basment,2003.012689,Fin,3,852.7895563,Fa,TA,N,0,78.96447793,197.4883981,0,10.57504424,5.50641583,,,,0,7,2009,WD,Normal,374020.8472
50,C (all),,4683.878601,Pave,,Reg,Lvl,AllPub,FR3,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1910.809947,1954.185567,Gable,CompShg,Stucco,Stucco,BrkFace,630.280712,TA,Fa,PConc,TA,TA,No,LwQ,67.12268426,Unf,61.55501188,384.2062713,1313.957786,GasW,Ex,Y,FuseF,1356.389409,371.5437226,7.49036927,2147.357,0,0,1,1,4,1,TA,7,Typ,2,TA,Detchd,1946.430137,Unf,1,413.3475069,TA,TA,Y,0,33.31426814,34.58003723,0,178.5754165,6.739297659,,,,48.44260364,6,2007,WD,Normal,195028.198
160,RM,36.51145205,11474.31868,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosA,Norm,2fmCon,2Story,6,4,1978.890033,1979.976009,Gable,Roll,CemntBd,CmentBd,None,0,TA,TA,Wood,Gd,TA,No,ALQ,884.9228313,ALQ,80.46061589,283.0019922,875.6343204,Floor,Gd,Y,SBrkr,1482.686924,1223.282225,0,2714.908789,1,0,2,1,5,1,TA,10,Maj1,1,TA,Attchd,1973.539369,Fin,2,501.946843,,Po,Y,721.0873422,20,0,9.593796105,0,0,Gd,GdPrv,,0,6,2006,WD,Normal,192599.0179
20,RH,,11085.18508,Grvl,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,2003.574249,1972.618778,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,282.8530525,Gd,TA,CBlock,Gd,TA,No,GLQ,1100.314159,Unf,23.90905572,52.82707765,1261.258683,GasA,TA,Y,SBrkr,1146.581439,0,10.53059586,1537.69668,1,0,2,0,3,1,Gd,5,Typ,1,TA,Attchd,1989.220145,Unf,2,463.788933,TA,TA,Y,159.8548623,74.79495778,16.23926983,0,8.777674946,0,,,,0,5,2006,WD,Normal,223325.0467
20,FV,76.51348534,14032.00325,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,9,5,1988.21077,2002.670422,Gable,CompShg,CemntBd,CmentBd,,93.19937953,Ex,TA,CBlock,Ex,TA,Av,GLQ,1434.679759,Unf,0,693.5722812,1659.716777,Wall,Ex,Y,SBrkr,1928.289501,0,19.65090165,1659.173514,1,0,2,1,2,1,Fa,7,Typ,1,Gd,,2008.414348,Fin,3,547.3400546,TA,TA,Y,232.5188736,135.9946455,0,8.19566571,20.05223698,0,,,,0,10,2009,ConLw,Partial,421677.3086
20,C (all),74.39589392,16505.18166,Grvl,,Reg,Lvl,AllPub,CulDSac,Mod,IDOTRR,Norm,Norm,2fmCon,1Story,5,5,1958.092526,1946.565318,Mansard,CompShg,Wd Sdng,Wd Sdng,None,0,Ex,TA,CBlock,TA,TA,Av,Unf,139.0882307,LwQ,34.53396096,243.7226237,475.5532569,GasA,TA,N,FuseA,1368.477727,227.6083001,0,1101.110635,0,0,1,0,2,1,Fa,4,Typ,0,,Basment,1940.322468,Unf,2,461.9705492,TA,TA,Y,0,85.67902973,0,0,0,0,,,Shed,139.7047571,6,2010,WD,Alloca,6267.2858
160,RL,,3660.350243,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,PosA,Norm,TwnhsE,2Story,7,5,1984.448118,1992.517895,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,TA,Wood,Gd,TA,Mn,GLQ,932.3795351,LwQ,87.01364132,493.9787595,1244.71827,GasA,Gd,Y,SBrkr,704.1146182,790.4847917,0,1912.954581,1,0,2,0,3,1,Fa,6,Min1,1,TA,Basment,2019.231722,Fin,2,715.6690493,Po,TA,Y,257.3953186,3.836169274,4.345201371,0,0,18.57891996,,MnWw,,13.97133533,9,2007,WD,Normal,211250.0233
70,RL,79.16923526,11561.56461,Pave,,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2Story,7,5,1996.866799,2016.759973,Gable,CompShg,VinylSd,VinylSd,Stone,67.26513205,TA,TA,PConc,Ex,TA,Av,Unf,0,Unf,77.0918861,1338.73299,1185.438467,GasA,Gd,Y,SBrkr,1016.252176,1023.789976,9.459732772,1658.160257,0,0,2,1,3,1,Gd,6,Typ,0,,Attchd,2015.681111,Unf,2,609.1311325,TA,TA,Y,310.4214554,90.89369438,32.61841914,0,0,0,,MnPrv,,0,7,2009,New,AdjLand,257018.0019
60,RL,109.9690511,15473.87215,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2016.315502,1996.31292,Gable,CompShg,VinylSd,VinylSd,,373.3876363,Fa,TA,PConc,Ex,Gd,No,Unf,0,Unf,0,968.1499062,704.9209055,GasA,Ex,Y,SBrkr,1227.774552,1418.20112,0,2346.015434,0,0,2,1,3,1,Ex,9,Typ,1,Gd,Basment,1995.36746,RFn,3,899.4686073,TA,TA,Y,229.2440715,56.95296905,12.61463851,25.67841332,0,0,,,,252.3676533,8,2007,New,Partial,253963.0188
20,RL,95.5252682,19478.61635,Grvl,,Reg,Lvl,AllPub,FR3,Gtl,Edwards,PosN,Norm,1Fam,1Story,3,3,1953.461823,1974.275703,Flat,Tar&Grv,BrkComm,Brk Cmn,None,0,TA,Po,Slab,,,,Rec,0,,0,0,0,GasW,Fa,N,FuseF,637.3780352,0,0,487.5681117,0,0,1,0,2,1,Fa,4,Min1,0,,BuiltIn,1963.495604,Unf,2,418.8758273,,Ex,Y,0,13.84018147,0,0,0,28.77966363,,,,81.5050705,7,2009,ConLI,Normal,106965.6422
20,RL,,2483.818734,Pave,,IR3,HLS,AllPub,Corner,Mod,NAmes,Norm,PosN,1Fam,1Story,5,6,1945.076013,1955.68984,Gable,CompShg,BrkFace,BrkFace,None,0,TA,TA,Wood,TA,TA,No,BLQ,436.4690001,Unf,41.94624564,737.0658726,1074.881536,GasA,Ex,Y,SBrkr,1017.01908,0,0.681729221,886.8019362,0,0,1,0,2,1,Ex,4,Typ,1,Gd,Attchd,1942.563244,RFn,1,226.359338,TA,TA,Y,97.94424909,24.9661207,157.538446,6.765244669,0,0,,,,0,7,2006,WD,Normal,158634.8697
50,RL,75.47888432,10989.50455,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,1.5Fin,5,6,1959.420838,1971.7125,Gable,CompShg,MetalSd,MetalSd,None,46.14012527,TA,TA,CBlock,TA,TA,Gd,BLQ,352,Unf,3.505981816,557.2893874,599.4787385,GasA,Ex,Y,SBrkr,392.6463313,579.51472,5.975863034,1475.869149,0,0,1,0,3,1,TA,6,Typ,0,Gd,Detchd,1925.444191,Unf,1,50.0252719,TA,Po,Y,0,0,0,11.23372556,0,32.40624682,,GdPrv,,306.6611685,5,2008,WD,Normal,100707.0032
30,C (all),26.81148594,11267.6639,Grvl,Grvl,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,1940.107586,2006.629129,Gable,CompShg,Wd Sdng,Wd Sdng,,0,TA,Gd,BrkTil,Gd,TA,Mn,Unf,0,Unf,0,378.8276884,411.6656256,GasA,Gd,N,FuseP,529.8395851,0,2.977251325,1203.77683,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1947.482945,Unf,2,457.9519786,TA,TA,N,29.17371472,0,0,30.4840122,31.8061033,21.93877377,,,,73.50968942,6,2008,COD,Normal,108501.9607
45,RL,56.8067677,8587.54126,Grvl,,IR1,Lvl,AllPub,Inside,Mod,CollgCr,PosA,Norm,1Fam,1Story,6,5,2008.141475,2001.697977,Gable,CompShg,VinylSd,ImStucc,None,0,TA,Gd,PConc,Gd,TA,Gd,Rec,1386.151664,GLQ,126.5979381,241.4789226,1447.951536,GasA,Ex,Y,SBrkr,1212.517621,29.83380483,0,2018.330429,1,0,2,0,3,1,Gd,6,Min1,0,Po,Attchd,2003.656528,RFn,2,590.126542,TA,TA,Y,229.848507,56.31587741,0,0,50.57922024,42.40931018,,,,0,7,2006,Oth,Normal,126164.6466
60,RL,123.4857205,30819.25745,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1990.704362,1997.899454,Hip,CompShg,HdBoard,HdBoard,BrkFace,1501.188457,Gd,Gd,Stone,Ex,TA,,GLQ,1536.267504,Unf,46.11443801,685.6696066,2138.249557,GasA,Ex,Y,SBrkr,1553.563981,1979.1415,29.18796546,3381.159454,1,0,3,1,4,1,Fa,10,Min2,1,TA,Attchd,1999.259246,Fin,3,817.9690675,TA,TA,Y,396.7285455,110.3069248,23.14434324,0,0,4.853415806,,MnPrv,,89.08990038,7,2006,WD,Normal,629387.2051
60,RL,61.41815091,6377.958459,Pave,,Reg,Lvl,NoSeWa,Corner,Mod,NridgHt,RRAn,Norm,TwnhsE,2.5Unf,9,5,1998.924309,2007.326721,Hip,CompShg,MetalSd,MetalSd,BrkFace,658.3711336,Ex,Po,PConc,Ex,TA,No,GLQ,1470.776316,Unf,97.10067383,480.7963189,1920.956613,GasA,TA,Y,SBrkr,1854.110954,0,16.60186911,1788.705046,1,0,1,1,1,1,Ex,7,Typ,1,Gd,Attchd,2027.275759,Fin,3,1215.167486,TA,TA,Y,29.0756353,20.24707938,14.42533523,11.10612252,248.4417635,0,Gd,,Othr,0,10,2008,Oth,Partial,398483.5908
60,RL,66.99955324,7961.376566,Pave,Grvl,IR1,Lvl,NoSeWa,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,2Story,7,5,2004.907974,1975.358052,Gable,CompShg,VinylSd,VinylSd,BrkFace,143.1274036,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,878.1914636,547.6597093,GasA,Gd,Y,SBrkr,760.9642519,1089.155141,26.73225582,2614.542681,0,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,2007.690611,Fin,2,598.2765078,TA,TA,Y,289.4561473,23.88289688,57.87893098,0,6.778013303,0,Ex,,,0,2,2006,WD,Normal,193364.7319
20,RL,53.59113692,8931.388649,Pave,,IR1,Lvl,NoSeWa,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1972.045761,2002.411216,Hip,CompShg,HdBoard,HdBoard,None,147.8964252,TA,TA,CBlock,TA,TA,Mn,GLQ,610.0834094,GLQ,68.58408035,80,1309.402079,GasA,Gd,Y,SBrkr,833.5980272,0,39.95241146,965.9216157,1,1,1,0,3,1,TA,5,Sev,0,,Detchd,1959.119711,Fin,1,271.2457915,TA,TA,Y,198.8571037,0,0,50.17596386,0,0,,,,0,5,2008,WD,Normal,162283.3855
90,RL,100.4066252,5464.864012,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Artery,Norm,1Fam,1.5Fin,5,7,1920.087492,2003.532685,Gable,CompShg,CemntBd,Wd Shng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,231.791634,Unf,174.2885595,732.3922297,342.9311773,GasW,TA,N,FuseA,701.8537472,530.6371283,21.21479727,1584.83025,0,0,2,0,3,1,TA,7,Typ,0,TA,CarPort,,,0,75.94240058,,,N,34.83715235,0,153.7052626,0,0,0,,,,0,8,2007,WD,Normal,121661.9541
60,RL,,11746.24159,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosN,Norm,2fmCon,2Story,6,7,1957.204174,1992.774967,Flat,CompShg,HdBoard,HdBoard,BrkFace,508.7799904,TA,Gd,CBlock,Gd,Gd,No,ALQ,288.5415005,Unf,0,355.9104485,1285.110989,GasA,TA,Y,SBrkr,1929.885679,934.9108046,10.7054039,2561.357599,1,0,2,1,4,1,TA,11,Typ,1,TA,Attchd,1977.951074,Fin,2,669.7290092,TA,TA,Y,560.4465717,256.8326203,0,0.964413621,0,0,,,,0,7,2008,WD,Normal,288340.2903
20,RL,93.61930895,12616.36969,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1964.254958,1992.966487,Hip,CompShg,Stone,MetalSd,None,0,Ex,TA,CBlock,TA,TA,No,ALQ,543.2146794,,468.3372502,243.8347876,1309.993833,Grav,Ex,Y,SBrkr,1360.789811,28.03121311,0.833362881,1433.582992,1,0,1,0,3,1,TA,6,Min1,1,TA,Attchd,1972.915873,Unf,2,683.8358878,TA,TA,Y,0,14.45658403,0,0.794948306,150.6096897,0,,MnPrv,,173.1548426,5,2008,WD,Family,204714.2094
120,RM,,9746.759119,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2017.657621,2011.892258,Gable,CompShg,Stucco,VinylSd,BrkFace,18,Gd,TA,PConc,Gd,,Gd,Unf,0,Unf,0,1385.278207,1513.779404,GasA,Gd,Y,SBrkr,1573.265616,11.815454,12.90154698,1684.182707,0,0,2,0,2,1,Gd,7,Sev,1,TA,Attchd,2006.051332,Fin,2,567.6394202,TA,TA,Y,100.9727432,20,24.34739833,0,0,0,,,TenC,263.06811,10,2006,WD,Normal,266429.9088
70,RM,60.82390178,4911.117992,Pave,Pave,Reg,HLS,AllPub,Inside,Sev,Timber,Feedr,Norm,1Fam,2Story,4,4,1928.968952,1970.718127,Gambrel,CompShg,Stone,BrkFace,None,43.87601009,Gd,Fa,BrkTil,TA,Po,No,Unf,66.70680212,Unf,69.61215874,539.0619077,393.0773921,GasA,TA,N,SBrkr,801.4589764,457.9486664,37.59866347,1512.771063,0,0,1,0,3,1,TA,6,Typ,0,,Basment,1920.366264,Fin,1,423.6103861,TA,TA,P,32.90629655,76.80363612,206.1402789,0,0.767042283,5.826633754,,MnPrv,,477.6930098,7,2008,ConLD,Normal,21106.44114
60,RL,63.51377207,2550.613736,Pave,,IR1,Lvl,AllPub,FR3,Gtl,CollgCr,Artery,Norm,1Fam,2Story,7,5,2001.270276,2007.48909,Gable,CompShg,VinylSd,VinylSd,,44.3018833,Gd,TA,Wood,Gd,TA,Av,Unf,0,Unf,124.5508593,728.1936023,1356.602057,GasA,Ex,Y,SBrkr,1015.831733,994.7474815,0,1540.770998,0,0,2,1,3,1,Gd,8,Typ,0,,Attchd,2022.384372,RFn,2,592.9030968,TA,Fa,N,96.03501502,40.88298727,14.96673061,9.956411017,26.31630962,4.49947105,,,,406.4631698,4,2007,WD,Normal,213829.3929
190,RL,58.93058699,590.6551836,Pave,,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Artery,1Fam,1.5Fin,5,6,1950.753404,1926.318803,Gable,CompShg,MetalSd,MetalSd,None,153.0337914,TA,TA,BrkTil,TA,TA,No,ALQ,99.67676176,GLQ,29.11228081,684.6811733,1020.211638,GasA,Fa,Y,FuseF,758.898107,615.2900076,0,1269.427909,1,0,1,1,3,1,Gd,7,Typ,0,Fa,CarPort,1926.831159,Unf,1,198.7056384,TA,TA,P,47.17727031,31.48276215,0,0,0,0,,,,0,4,2007,WD,Abnorml,152278.5233
